document_modified,version,version_modified,status,list_deprecated,list_localName,label,description,list_created,list_modified,vann_preferredNamespacePrefix,vann_preferredNamespaceUri,list
,,,,,ppi/terms/,Plant-pollinator interactions term list,Term list for plant-pollinator interactions vocabulary,,,ppi,http://rs.rebipp.org.br/ppi/terms/,http://rs.rebipp.org.br/ppi/terms/
