document_modified,list,list_deprecated,list_localName,label,description,list_created,list_modified,vann_preferredNamespacePrefix,vann_preferredNamespaceUri,database,versions_database,versions_uri,standard
,http://rs.rebipp.org.br/ppicv/values,,ppicv/,Plant-pollinator interactions controlled vocabulary,Controlled vocabulary for plant-pollinator interactions terms,,,ppicv,http://rs.rebipp.org.br/ppicv/,ppicv,ppicv-versions,http://rs.rebipp.org.br/ppicv/version/values/,http://www.rebipp.org.br/standards/ppi
