document_modified,version,version_issued,vocabulary_status,label,description,vocabulary,dc_creator,dcterms_license
,,,,Plant-pollinator interactions vocabulary,A vocabulary for plant-pollinator interactions,http://rs.rebipp.org.br/ppi/,REBIPP,http://creativecommons.org/licenses/by/4.0/
