document_modified,standard,standard_deprecated,label,description,standard_created,standard_modified,status,category,citation
2022-01-27T08:56:43-03:00,http://www.rebipp.org.br/standards/ppi,,REBIPP Plant-Pollinator Interactions Standard,A standard for documeting plant-pollinator interactions,2021-12-03,2021-12-03,Current Standard,Technical specification,REBIPP. 2021. Plant-Pollinator Interactions Standard. Brazilian Network on Plant-Pollinator Interactions (REBIPP). http://www.rebipp.org.br/standards/ppi
