document_modified,term_localName,term_isDefinedBy,term_modified,label,rdfs_comment
2022-01-06T12:48:00-05:00,decision-2022-01-06_1,http://rs.rebipp.org.br/decisions/,2022-01-06,REBIPP Executive Committee decision 1,Ratification of Plant-Pollinator Interactions Vocabulary (version 2021-12-03).
