document_modified,list,list_deprecated,list_localName,label,description,list_created,list_modified,vann_preferredNamespacePrefix,vann_preferredNamespaceUri,database,versions_database,versions_uri,standard
2022-01-07T11:08:01-03:00,http://rs.rebipp.org.br/ppi/terms/,,ppi/terms/,Plant-pollinator interactions term list,Term list for plant-pollinator interactions vocabulary,2021-12-03,2021-12-03,ppi,http://rs.rebipp.org.br/ppi/terms/,terms,terms-versions,http://rs.rebipp.org.br/ppi/version/terms/,http://www.rebipp.org.br/standards/ppi
