document_modified,version,version_issued,standard_status,label,description,standard
2021-12-03T14:27:46-03:00,http://rs.rebipp.org.br/ppi/version/terms//version/2021-12-03,2021-12-03,recommended,REBIPP Plant-Pollinator Interactions Standard,A standard for documeting plant-pollinator interactions,http://www.rebipp.org.br/standards/ppi
