document_modified,term_localName,dcterms_modified,label,rdfs_comment
2021-12-03T11:00:00-05:00,http://rs.rebipp.org.br/index,2021-12-03,REBIPP dataset catalog,This dataset contains the data that underlies standards and standards documents
