document,lead_author,author,editor,translator,reviewer,review_manager,contributor,contributor_role,contributor_literal
http://rs.rebipp.org.br/ppi/doc/list/,https://orcid.org/0000-0002-8675-7068,,,,,,,lead author,José Augusto Salim
