document_modified,vocabulary,vocabulary_deprecated,vocabulary_localName,label,description,vocabulary_created,vocabulary_modified,dc_creator,dcterms_license
2021-12-06T08:08:29-03:00,http://rs.rebipp.org.br/ppi/,,ppi/,Plant-pollinator interactions vocabulary,A vocabulary for plant-pollinator interactions,2021-12-03,2021-12-03,REBIPP,http://creativecommons.org/licenses/by/4.0/
