document_version,contributor_iri,contributor_literal,contributor_role,role_uri,affiliation,affiliation_uri
http://rs.rebipp.org.br/ppi/doc/list/2021-12-03,https://orcid.org/0000-0002-8675-7068,José Augusto Salim,lead author,https://www.wikidata.org/entity/Q6508397,University of Sao Paulo (USP),https://www.wikidata.org/entity/Q835960
