2022-01-06T14:01:45-03:00,version,version_issued,superseded,label,description,vocabulary,dc_creator,dcterms_license
recommended,http://rs.rebipp.org.br/version/ppi/2021-12-03,2021-12-03,,Plant-pollinator interactions vocabulary,A vocabulary for plant-pollinator interactions,http://rs.rebipp.org.br/ppi/,REBIPP,http://creativecommons.org/licenses/by/4.0/
